source,device_id,date,feature,value_today,median,robust_sigma,z,vote,direction,strength
watchguard,8014036CB2D0A,2025-10-21,unique_dst_ip,1588.0,1879.5,275.3891771682728,-1.0585020188425303,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_server-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_server-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_timeout_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_timeout_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_passthrough_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,action_passthrough_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,unique_proto,4.0,4.0,0.7412898443291327,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,unique_service,1.0,1.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,8014036CB2D0A,2025-10-21,unique_policy,70.0,71.0,3.150481838398814,-0.31741176470588234,0,DOWN,OK
watchguard,8014036CB2D0A,2025-10-21,unique_user,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,events_raw,172692.0,172699.0,128017.7909562639,-5.467989993977857e-05,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-17,events_after_day_filter,161670.0,161197.5,118590.80800593032,0.003984288562873878,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,total_events,16163.0,19818.0,14681.245366938474,-0.24895708154506435,0,DOWN,OK
